Competition,Match,Date,Start Time,Innings,Over,Ball,Innings Ball,Batter,Batter ID,Bowler,Bowler ID,Runs,Extra Runs,Bowler Extra Runs,Extra,Penalty Runs,Runs Awarded To,Penalty,Ball Outcome,Line,Length,Shot,Feet,Secondary Feet,Connection,Delivery,Speed,Appeal Type,On-Field Decision,Referral Decision,Wicket,Dismissed Batter,FieldX,FieldY,ArrivalX,ArrivalY,Events,User Events,Around the Wicket,Keeper Up,Fielder1,Fielder1 Events,Fielder1 Position,Fielder2,Fielder2 Events,Fielder2 Position,Fielder3,Fielder3 Events,Fielder3 Position,Fielder4,Fielder4 Events,Fielder4 Position,Batting Hand,Bowler Type,Timestamp,Runs Saved or Lost,Toss Won By,Toss Decision,Ground End,Non-Striker,Non-Striker ID,Team Runs,Team Wickets,Batting Position,Power Play,Day,Session,Pitch Number,Umpire,Result,Winning Team,Losing Team,Batting Team,Bowling Team,Venue,North Boundary,South Boundary,East Boundary,West Boundary,User,Analysis Key Moment,Video Key Moment,Breaks,Temperature C,Humidity,Pressure hPa,Legal Ball,Actual Ball,Free Hit,Partnership Number,Cumulative Batter Balls,Cumulative Batter Runs,Bowling Spell,Bowling Over In Spell,Batter Coming In Over,Run Rate At Start,Run Rate After,Req Run Rate At Start,Req Run Rate After,PitchX,PitchY,ReleaseX,ReleaseY,ReleaseZ,ReleaseX External,ReleaseY External,ReleaseZ External,ReleaseY Vision AI,ReleaseZ Vision AI,BounceSpeed,StumpSpeed,DropSpeed,ImpactX,ImpactY,ImpactZ,LandingX,LandingY,Deviation,SwingAngle,DropAngle,BounceAngle,ReleaseAngle,ReleaseAccelerationY,ReleaseAccelerationZ,PastX,PastY,PastZ,Speed Radar,Speed External,Analyst Pitch Length,Analyst Pitch Line,External PitchX,External PitchY,Analyst Arrival Line,Analyst Arrival Height,Ball Type,Ball Colour,Pitchside Fielder 1 X,Pitchside Fielder 1 Y,Pitchside Fielder 2 X,Pitchside Fielder 2 Y,Pitchside Fielder 3 X,Pitchside Fielder 3 Y,Pitchside Fielder 4 X,Pitchside Fielder 4 Y,Pitchside Fielder 5 X,Pitchside Fielder 5 Y,Pitchside Fielder 6 X,Pitchside Fielder 6 Y,Pitchside Fielder 7 X,Pitchside Fielder 7 Y,Pitchside Fielder 8 X,Pitchside Fielder 8 Y,Pitchside Fielder 9 X,Pitchside Fielder 9 Y
County Championship,County 1 v County 2,18/04/2025,11:00 UTC+0,1,1,1,1,Player 3,batter-003,Player 6,bowler-006,1,0,0,,,,,,Outside Leg,Yorker,Drive,,,,Seam,78.85,,,,,,,,29.7,96.6,,,Yes,No,,,,,,,,,,,,,RHB,RFM,20250418 11:00:00.000,,County 1,Bat,Pavilion,,,1,0,3,,1,1,,,County 2 won by 6 wickets,,,County 1,County 2,Example Ground,,,,,,,,,,,,Yes,1,No,1,1,1,1,1,,,,,,1.5,-0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Championship,County 1 v County 2,18/04/2025,11:00 UTC+0,1,1,2,2,Player 3,batter-003,Player 6,bowler-006,3,0,0,,,,,,Outside Leg,Back of Length,Missed,,,,Seam,76.94,,,,,,,,77.3,90.0,,,Yes,No,,,,,,,,,,,,,RHB,RFM,20250418 11:00:00.000,,County 1,Bat,Pavilion,,,4,0,3,,1,1,,,County 2 won by 6 wickets,,,County 1,County 2,Example Ground,,,,,,,,,,,,Yes,2,No,1,2,3,1,1,,,,,,7.41,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Championship,County 1 v County 2,18/04/2025,11:00 UTC+0,1,1,3,3,Player 3,batter-003,Player 6,bowler-006,1,0,0,,,,,,Middle Stump,Good Length,Drive,,,,Seam,87.19,,,,,,,,11.2,105.1,,,Yes,No,,,,,,,,,,,,,RHB,RFM,20250418 11:00:00.000,,County 1,Bat,Pavilion,,,5,0,3,,1,1,,,County 2 won by 6 wickets,,,County 1,County 2,Example Ground,,,,,,,,,,,,Yes,3,No,1,3,1,1,1,,,,,,6.45,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Championship,County 1 v County 2,18/04/2025,11:00 UTC+0,1,1,4,4,Player 3,batter-003,Player 6,bowler-006,1,0,0,,,,,,Off Stump,Good Length,Swept,,,,Seam,85.35,,,,,,,,20.9,127.8,,,No,No,,,,,,,,,,,,,RHB,RFM,20250418 11:00:00.000,,County 1,Bat,Pavilion,,,6,0,3,,1,1,,,County 2 won by 6 wickets,,,County 1,County 2,Example Ground,,,,,,,,,,,,Yes,4,No,1,4,1,1,1,,,,,,6.67,-1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Championship,County 1 v County 2,18/04/2025,11:00 UTC+0,1,1,5,5,Player 3,batter-003,Player 6,bowler-006,1,0,0,,,,,,Middle and Leg,Good Length,Swept,,,,Seam,74.45,,,,,,,,126.2,56.5,,,No,No,,,,,,,,,,,,,RHB,RFM,20250418 11:00:00.000,,County 1,Bat,Pavilion,,,7,0,3,,1,1,,,County 2 won by 6 wickets,,,County 1,County 2,Example Ground,,,,,,,,,,,,Yes,5,No,1,5,1,1,1,,,,,,5.85,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Championship,County 1 v County 2,18/04/2025,11:00 UTC+0,1,1,6,6,Player 3,batter-003,Player 6,bowler-006,1,0,0,,,,,,Leg Stump,Yorker,Glance,,,,Seam,75.52,,,,,,,,-42.3,43.6,,,Yes,No,,,,,,,,,,,,,RHB,RFM,20250418 11:00:00.000,,County 1,Bat,Pavilion,,,8,0,3,,1,1,,,County 2 won by 6 wickets,,,County 1,County 2,Example Ground,,,,,,,,,,,,Yes,6,No,1,6,1,1,1,,,,,,1.19,-0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Championship,County 1 v County 2,18/04/2025,11:00 UTC+0,1,2,1,7,Player 1,batter-001,Player 6,bowler-006,0,0,0,,,,,,Off Stump,Short,Pull,,,,Seam,74.97,,,,,,,,-4.7,98.2,,,No,No,,,,,,,,,,,,,RHB,RFM,20250418 11:00:00.000,,County 1,Bat,Pavilion,,,8,0,1,,1,1,,,County 2 won by 6 wickets,,,County 1,County 2,Example Ground,,,,,,,,,,,,Yes,1,No,1,1,0,1,2,,,,,,9.98,-0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Championship,County 1 v County 2,18/04/2025,11:00 UTC+0,1,2,2,8,Player 1,batter-001,Player 6,bowler-006,1,0,0,,,,,,Off Stump,Yorker,Defended,,,,Seam,78.57,,,,,,,,-35.5,84.4,,,Yes,No,,,,,,,,,,,,,RHB,RFM,20250418 11:00:00.000,,County 1,Bat,Pavilion,,,9,0,1,,1,1,,,County 2 won by 6 wickets,,,County 1,County 2,Example Ground,,,,,,,,,,,,Yes,2,No,1,2,1,1,2,,,,,,0.98,-1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Championship,County 1 v County 2,18/04/2025,11:00 UTC+0,1,2,3,9,Player 1,batter-001,Player 6,bowler-006,1,0,0,,,,,,Outside Leg,Back of Length,Missed,,,,Seam,75.82,,,,,,,,-29.8,104.8,,,No,No,,,,,,,,,,,,,RHB,RFM,20250418 11:00:00.000,,County 1,Bat,Pavilion,,,10,0,1,,1,1,,,County 2 won by 6 wickets,,,County 1,County 2,Example Ground,,,,,,,,,,,,Yes,3,No,1,3,1,1,2,,,,,,8.72,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Championship,County 1 v County 2,18/04/2025,11:00 UTC+0,1,2,4,10,Player 1,batter-001,Player 6,bowler-006,0,0,0,,,,,,Middle Stump,Short,Defended,,,,Seam,80.43,,,,,,,,96.7,108.6,,,Yes,No,,,,,,,,,,,,,RHB,RFM,20250418 11:00:00.000,,County 1,Bat,Pavilion,,,10,0,1,,1,1,,,County 2 won by 6 wickets,,,County 1,County 2,Example Ground,,,,,,,,,,,,Yes,4,No,1,4,0,1,2,,,,,,9.41,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Championship,County 1 v County 2,18/04/2025,11:00 UTC+0,1,2,5,11,Player 1,batter-001,Player 6,bowler-006,0,0,0,,,,,,Leg Stump,Short,Defended,,,,Seam,80.87,,,,,,,,-5.3,144.5,,,No,No,,,,,,,,,,,,,RHB,RFM,20250418 11:00:00.000,,County 1,Bat,Pavilion,,,10,0,1,,1,1,,,County 2 won by 6 wickets,,,County 1,County 2,Example Ground,,,,,,,,,,,,Yes,5,No,1,5,0,1,2,,,,,,9.66,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Championship,County 1 v County 2,18/04/2025,11:00 UTC+0,1,2,6,12,Player 1,batter-001,Player 6,bowler-006,0,0,0,,,,,,Middle Stump,Good Length,Pull,,,,Seam,78.16,,,,,,,,-25.9,110.3,,,No,No,,,,,,,,,,,,,RHB,RFM,20250418 11:00:00.000,,County 1,Bat,Pavilion,,,10,0,1,,1,1,,,County 2 won by 6 wickets,,,County 1,County 2,Example Ground,,,,,,,,,,,,Yes,6,No,1,6,0,1,2,,,,,,6.11,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Championship,County 1 v County 2,18/04/2025,11:00 UTC+0,1,3,1,13,Player 4,batter-004,Player 6,bowler-006,0,0,0,,,,,,Off Stump,Back of Length,Cut,,,,Seam,81.96,,,,,,,,-8.0,111.7,,,No,No,,,,,,,,,,,,,RHB,RFM,20250418 11:00:00.000,,County 1,Bat,Pavilion,,,10,0,4,,1,1,,,County 2 won by 6 wickets,,,County 1,County 2,Example Ground,,,,,,,,,,,,Yes,1,No,1,1,0,1,3,,,,,,8.64,-0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
