Competition,Match,Date,Start Time,Innings,Over,Ball,Innings Ball,Batter,Batter ID,Bowler,Bowler ID,Runs,Extra Runs,Bowler Extra Runs,Extra,Penalty Runs,Runs Awarded To,Penalty,Ball Outcome,Line,Length,Shot,Feet,Secondary Feet,Connection,Delivery,Speed,Appeal Type,On-Field Decision,Referral Decision,Wicket,Dismissed Batter,FieldX,FieldY,ArrivalX,ArrivalY,Events,User Events,Around the Wicket,Keeper Up,Fielder1,Fielder1 Events,Fielder1 Position,Fielder2,Fielder2 Events,Fielder2 Position,Fielder3,Fielder3 Events,Fielder3 Position,Fielder4,Fielder4 Events,Fielder4 Position,Batting Hand,Bowler Type,Timestamp,Runs Saved or Lost,Toss Won By,Toss Decision,Ground End,Non-Striker,Non-Striker ID,Team Runs,Team Wickets,Batting Position,Power Play,Day,Session,Pitch Number,Umpire,Result,Winning Team,Losing Team,Batting Team,Bowling Team,Venue,North Boundary,South Boundary,East Boundary,West Boundary,User,Analysis Key Moment,Video Key Moment,Breaks,Temperature C,Humidity,Pressure hPa,Legal Ball,Actual Ball,Free Hit,Partnership Number,Cumulative Batter Balls,Cumulative Batter Runs,Bowling Spell,Bowling Over In Spell,Batter Coming In Over,Run Rate At Start,Run Rate After,Req Run Rate At Start,Req Run Rate After,PitchX,PitchY,ReleaseX,ReleaseY,ReleaseZ,ReleaseX External,ReleaseY External,ReleaseZ External,ReleaseY Vision AI,ReleaseZ Vision AI,BounceSpeed,StumpSpeed,DropSpeed,ImpactX,ImpactY,ImpactZ,LandingX,LandingY,Deviation,SwingAngle,DropAngle,BounceAngle,ReleaseAngle,ReleaseAccelerationY,ReleaseAccelerationZ,PastX,PastY,PastZ,Speed Radar,Speed External,Analyst Pitch Length,Analyst Pitch Line,External PitchX,External PitchY,Analyst Arrival Line,Analyst Arrival Height,Ball Type,Ball Colour,Pitchside Fielder 1 X,Pitchside Fielder 1 Y,Pitchside Fielder 2 X,Pitchside Fielder 2 Y,Pitchside Fielder 3 X,Pitchside Fielder 3 Y,Pitchside Fielder 4 X,Pitchside Fielder 4 Y,Pitchside Fielder 5 X,Pitchside Fielder 5 Y,Pitchside Fielder 6 X,Pitchside Fielder 6 Y,Pitchside Fielder 7 X,Pitchside Fielder 7 Y,Pitchside Fielder 8 X,Pitchside Fielder 8 Y,Pitchside Fielder 9 X,Pitchside Fielder 9 Y
County Championship,County 1 v County 2,18/04/2025,11:00 UTC+0,1,4,1,19,Player 2,batter-002,Player 6,bowler-006,1,0,0,,,,,,Middle and Off,Short,Leave,,,,Seam,83.06,,,,,,,,103.8,36.2,,,No,No,,,,,,,,,,,,,LHB,RFM,20250418 11:00:00.000,,County 1,Bat,Pavilion,,,53,1,2,,1,1,,,County 2 won by 6 wickets,,,County 1,County 2,Example Ground,,,,,,,,,,,,Yes,1,No,2,1,1,1,1,,,,,,9.95,-1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Championship,County 1 v County 2,18/04/2025,11:00 UTC+0,1,4,2,20,Player 2,batter-002,Player 6,bowler-006,0,0,0,,,,,,Middle Stump,Yorker,Swept,,,,Seam,79.6,,,,,,,,4.4,54.3,,,No,No,,,,,,,,,,,,,LHB,RFM,20250418 11:00:00.000,,County 1,Bat,Pavilion,,,53,1,2,,1,1,,,County 2 won by 6 wickets,,,County 1,County 2,Example Ground,,,,,,,,,,,,Yes,2,No,2,2,1,1,1,,,,,,1.54,-0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Championship,County 1 v County 2,18/04/2025,11:00 UTC+0,1,4,3,21,Player 2,batter-002,Player 6,bowler-006,0,0,0,,,,,,Middle Stump,Short,Cut,,,,Seam,79.94,,,,,,,,43.6,71.8,,,Yes,No,,,,,,,,,,,,,LHB,RFM,20250418 11:00:00.000,,County 1,Bat,Pavilion,,,53,1,2,,1,1,,,County 2 won by 6 wickets,,,County 1,County 2,Example Ground,,,,,,,,,,,,Yes,3,No,2,3,1,1,1,,,,,,9.53,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Championship,County 1 v County 2,18/04/2025,11:00 UTC+0,1,4,4,22,Player 2,batter-002,Player 6,bowler-006,0,0,0,,,,,,Leg Stump,Good Length,Missed,,,,Seam,79.97,,,,,,,,6.8,35.5,,,No,No,,,,,,,,,,,,,LHB,RFM,20250418 11:00:00.000,,County 1,Bat,Pavilion,,,53,1,2,,1,1,,,County 2 won by 6 wickets,,,County 1,County 2,Example Ground,,,,,,,,,,,,Yes,4,No,2,4,1,1,1,,,,,,5.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Championship,County 1 v County 2,18/04/2025,11:00 UTC+0,1,4,5,23,Player 2,batter-002,Player 6,bowler-006,2,0,0,,,,,,Outside Off,Back of Length,Swept,,,,Seam,87.27,,,,,,,,9.0,134.1,,,Yes,No,,,,,,,,,,,,,LHB,RFM,20250418 11:00:00.000,,County 1,Bat,Pavilion,,,55,1,2,,1,1,,,County 2 won by 6 wickets,,,County 1,County 2,Example Ground,,,,,,,,,,,,Yes,5,No,2,5,3,1,1,,,,,,7.49,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Championship,County 1 v County 2,18/04/2025,11:00 UTC+0,1,4,6,24,Player 2,batter-002,Player 6,bowler-006,0,0,0,,,,,,Off Stump,Full,Defended,,,,Seam,80.13,,,,,,,,-15.2,113.9,,,No,No,,,,,,,,,,,,,LHB,RFM,20250418 11:00:00.000,,County 1,Bat,Pavilion,,,55,1,2,,1,1,,,County 2 won by 6 wickets,,,County 1,County 2,Example Ground,,,,,,,,,,,,Yes,6,No,2,6,3,1,1,,,,,,3.87,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Championship,County 1 v County 2,18/04/2025,11:00 UTC+0,1,5,1,25,Player 2,batter-002,Player 7,bowler-007,0,0,0,,,,,,Middle and Off,Short,Leave,,,,Spin,56.5,,,,,,,,24.3,40.0,,,Yes,No,,,,,,,,,,,,,LHB,LOB,20250418 11:00:00.000,,County 1,Bat,Pavilion,,,55,1,2,,1,1,,,County 2 won by 6 wickets,,,County 1,County 2,Example Ground,,,,,,,,,,,,Yes,1,No,2,7,3,1,2,,,,,,9.06,-0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Championship,County 1 v County 2,18/04/2025,11:00 UTC+0,1,5,2,26,Player 2,batter-002,Player 7,bowler-007,1,0,0,,,,,,Outside Off,Good Length,Drive,,,,Spin,54.5,,,,,,,,79.8,94.9,,,No,No,,,,,,,,,,,,,LHB,LOB,20250418 11:00:00.000,,County 1,Bat,Pavilion,,,56,1,2,,1,1,,,County 2 won by 6 wickets,,,County 1,County 2,Example Ground,,,,,,,,,,,,Yes,2,No,2,8,4,1,2,,,,,,5.42,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Championship,County 1 v County 2,18/04/2025,11:00 UTC+0,1,5,3,27,Player 2,batter-002,Player 7,bowler-007,1,0,0,,,,,,Middle and Leg,Yorker,Glance,,,,Spin,56.46,,,,,,,,71.9,159.8,,,Yes,No,,,,,,,,,,,,,LHB,LOB,20250418 11:00:00.000,,County 1,Bat,Pavilion,,,57,1,2,,1,1,,,County 2 won by 6 wickets,,,County 1,County 2,Example Ground,,,,,,,,,,,,Yes,3,No,2,9,5,1,2,,,,,,0.84,-0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Championship,County 1 v County 2,18/04/2025,11:00 UTC+0,1,5,4,28,Player 2,batter-002,Player 7,bowler-007,0,0,0,,,,,,Middle Stump,Full,Defended,,,,Spin,60.99,,,,,,,,94.0,155.8,,,No,No,,,,,,,,,,,,,LHB,LOB,20250418 11:00:00.000,,County 1,Bat,Pavilion,,,57,1,2,,1,1,,,County 2 won by 6 wickets,,,County 1,County 2,Example Ground,,,,,,,,,,,,Yes,4,No,2,10,5,1,2,,,,,,3.88,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Championship,County 1 v County 2,18/04/2025,11:00 UTC+0,1,5,5,29,Player 2,batter-002,Player 7,bowler-007,2,0,0,,,,,,Middle and Off,Good Length,Cut,,,,Spin,54.9,,,,,,,,75.2,150.6,,,Yes,No,,,,,,,,,,,,,LHB,LOB,20250418 11:00:00.000,,County 1,Bat,Pavilion,,,59,1,2,,1,1,,,County 2 won by 6 wickets,,,County 1,County 2,Example Ground,,,,,,,,,,,,Yes,5,No,2,11,7,1,2,,,,,,6.13,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Championship,County 1 v County 2,18/04/2025,11:00 UTC+0,1,5,6,30,Player 2,batter-002,Player 7,bowler-007,0,0,0,,,,,,Off Stump,Short,Missed,,,,Spin,59.92,,,,,,,,-55.0,102.0,,,No,No,,,,,,,,,,,,,LHB,LOB,20250418 11:00:00.000,,County 1,Bat,Pavilion,,,59,1,2,,1,1,,,County 2 won by 6 wickets,,,County 1,County 2,Example Ground,,,,,,,,,,,,Yes,6,No,2,12,7,1,2,,,,,,9.45,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Championship,County 1 v County 2,18/04/2025,11:00 UTC+0,1,6,1,31,Player 2,batter-002,Player 6,bowler-006,1,0,0,,,,,,Middle Stump,Short,Missed,,,,Seam,74.92,,,,,,,,39.9,130.0,,,Yes,No,,,,,,,,,,,,,LHB,RFM,20250418 11:00:00.000,,County 1,Bat,Pavilion,,,60,1,2,,1,1,,,County 2 won by 6 wickets,,,County 1,County 2,Example Ground,,,,,,,,,,,,Yes,1,No,2,13,8,1,3,,,,,,9.26,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County Championship,County 1 v County 2,18/04/2025,11:00 UTC+0,1,6,2,32,Player 2,batter-002,Player 6,bowler-006,0,0,0,,,,,,Middle and Off,Good Length,Cut,,,,Seam,83.52,,,,,,,,106.8,131.4,,,Yes,No,,,,,,,,,,,,,LHB,RFM,20250418 11:00:00.000,,County 1,Bat,Pavilion,,,60,1,2,,1,1,,,County 2 won by 6 wickets,,,County 1,County 2,Example Ground,,,,,,,,,,,,Yes,2,No,2,14,8,1,3,,,,,,5.98,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
